Syndrome,PC1,PC2,PC3
Stomach Cold,0.6440269352664131,-0.258389872,0.5711624728448221
Stomach Cold,1.1494827665351002,0.0186090698237951,-0.174876886
Stomach Cold,0.9890100504466248,0.03738678489739328,-0.132075047
Stomach Cold,0.8778008493184204,0.005189813893242681,0.161046840173174
Stomach Cold,0.9679873831664036,0.23797401482564703,-0.254764681
Stomach Cold,0.8847897140109539,0.28973678229249733,-0.234522666
Stomach Cold,0.8090360094794494,-0.71901154,-0.314730119
Stomach Cold,1.090991486536973,0.14005706142519603,-0.134683376
Stomach Cold,-0.001276698,-0.58429617,0.25124960164188037
Stomach Cold,1.1707284253304728,-0.185607643,-0.029223259
Stomach Cold,0.7803114851294948,0.21761529427396645,0.15218792441788648
Stomach Cold,0.723834284350735,-0.685995617,-0.276331645
Stomach Cold,0.6774237265662094,0.4350779506044903,0.20219028264735683
Stomach Cold,0.49138371861286134,0.4672120883662427,0.4940836480046979
Stomach Cold,0.8436650536730105,-0.114834142,-0.599323324
Stomach Cold,-0.162660062,0.16782356104959514,0.704671775766193
Stomach Cold,-0.196873575,0.1454116650034582,0.6717508019047814
Stomach Cold,0.9226909972300955,-0.518894932,-0.272838289
Stomach Cold,0.8455622569667761,0.04723177902538426,-0.179316395
Stomach Cold,0.7647518331494253,0.5745982301143382,-0.096544151
Stomach Cold,1.0531071331648387,-0.391126174,0.07056131007590101
Stomach Cold,0.6154898338494124,0.017479717997510982,-0.522134956
Stomach Cold,0.8712079611877568,-0.115567125,-0.260142236
Stomach Cold,1.0170674238316046,0.042919199296216785,-0.257722738
Stomach Cold,1.0268797944600356,-0.186552025,-0.350155352
Stomach Cold,0.8677852183615495,-0.178847683,-0.40288162
Stomach Cold,0.8154706322610921,0.18071611624526224,-0.142078126
Stomach Cold,1.0858162875522084,0.12996180224215073,-0.162134566
Stomach Cold,0.8679914305923151,-0.195234627,0.5254155611381983
Stomach Cold,0.8381320694737682,0.5261061755561756,0.39121175256377916
Stomach Cold,0.7153422386825973,-0.87314253,-0.091128767
Stomach Cold,-0.332589846,-0.393818141,1.202158640830385
Stomach Cold,1.1515096202176978,-0.13540471,-0.325314745
Stomach Cold,1.1259778014929607,-0.013360787,-0.254498264
Stomach Cold,1.1405215842768566,-0.292823865,-0.248259858
Stomach Cold,0.7245120751247096,-0.483730087,-0.358783797
Stomach Cold,0.18409164276895734,0.32396845851543077,-0.219279433
Stomach Cold,0.9206500891487762,-0.722710934,-0.288978724
Stomach Cold,0.5266398316678078,0.5673156946566349,0.006743864449452078
Stomach Cold,0.38395882555755845,0.860568581394026,0.4154119075352918
Stomach Cold,0.46741374953670467,-0.443157844,-0.717958631
Stomach Cold,1.0679761236691698,0.09609574425696081,-0.120884266
Stomach Cold,1.0762992551937376,0.1375103568074597,-0.150362815
Stomach Cold,0.8702548957212598,-0.282463057,-0.566443469
Stomach Cold,1.1469897091537442,-0.092289512,-0.184446124
Stomach Cold,1.2118157947955253,-0.332486998,-0.227484637
Stomach Cold,1.236635586738011,-0.441611138,0.03154644787957466
Stomach Cold,-0.355512984,-0.600452554,-0.216346576
Stomach Cold,0.685327771552846,-0.473436892,-0.667214269
Stomach Cold,0.4708211156787014,-0.05744335,-0.489981958
Stomach Cold,0.77670694305393,-0.1758807,-0.573322709
Stomach Cold,0.28183768431451467,0.3306619785558732,-0.431113601
Stomach Cold,0.041589189331789914,0.6683339539483624,0.17955682533386527
Stomach Cold,1.1259778014929607,-0.013360787,-0.254498264
Stomach Cold,0.8922761264995087,-0.10894541,0.05961790269888639
Stomach Cold,1.056434329902174,-0.027590354,0.19418460932904366
Stomach Cold,0.9690516409511435,0.09925000228104594,-0.114006665
Stomach Cold,0.9390889309554156,-0.140017003,-0.116791116
Stomach Cold,1.1646709918882823,0.05784126944780264,-0.148241504
Stomach Cold,0.18409164276895734,0.32396845851543077,-0.219279433
Stomach Cold,0.28183768431451467,0.3306619785558732,-0.431113601
Stomach Cold,0.7880250265586545,0.35810844979902,0.20181180656984654
Stomach Cold,0.9910502900188402,0.053937777494932844,-0.063954856
Stomach Cold,1.0039948273980939,-0.340812737,-0.050797453
Stomach Cold,0.7061525624278032,0.4982534241699837,0.04240348032774509
Stomach Cold,0.802675398165136,-0.528038298,-0.268707761
Stomach Cold,0.9577707318705957,-0.231682923,-0.5734732
Stomach Cold,0.8138909498361864,-0.632583922,-0.483403921
Stomach Cold,0.9451939401282762,-0.613565403,0.025864627293385446
Stomach Cold,0.9577137651120797,-0.246879493,-0.58588252
Stomach Cold,0.8725813801343988,-0.364191512,-0.636500662
Stomach Cold,0.1997660724474404,-0.072127727,-0.669664374
Stomach Cold,0.5039313596699367,-0.0445917,-0.847383445
Spleen Cold,1.1706361158514265,-0.262186039,-0.21596477
Spleen Cold,0.5476973661858978,-0.667177884,0.6750263632894132
Spleen Cold,0.9580636983752796,-0.608328143,0.10114798123888571
Spleen Cold,1.0549764369238184,0.12069044044300048,-0.419502345
Spleen Cold,1.3006748511371302,-0.231752034,-0.318570353
Spleen Cold,0.9301553858310767,0.07650111426649067,-0.291853286
Spleen Cold,1.025714987141354,-0.481433795,-0.055422936
Spleen Cold,0.8559684642642891,-0.149320838,-0.086343769
Spleen Cold,0.8137624011837556,0.14504013936659485,-0.310463457
Spleen Cold,0.4371383645607926,-1.016097912,-0.365965306
Spleen Cold,0.8942637432530877,-0.352507101,0.09037242242240573
Spleen Cold,0.7427591344771018,0.4439149777179194,0.162697977917347
Spleen Cold,1.0071861993971518,-0.582886697,0.04498003709568932
Spleen Cold,1.0407152639794797,-0.157706074,0.16633095019091684
Spleen Cold,0.9914404874514176,0.11242751404328742,-0.316270581
Spleen Cold,1.076105709852368,-0.563711906,-0.23687869
Spleen Cold,1.2018684661679326,-0.364891286,-0.098792705
Spleen Cold,1.0879339338807774,-0.213795014,-0.295710093
Spleen Cold,0.4512356295182729,0.06736571789029208,0.5461300187746775
Spleen Cold,1.1067365286751758,-0.322943613,-0.350163691
Spleen Cold,0.39660183773623425,-0.007689913,0.5033808447999245
Spleen Cold,0.41365579168336636,-0.600058464,-0.853212752
Spleen Cold,1.2181378634883329,-0.626917267,-0.13770189
Spleen Cold,1.1518097504263263,-0.418647924,-0.300785194
Spleen Cold,1.052955008485864,-0.24486653,0.3106619258548008
Spleen Cold,1.1141849740395353,-0.405159479,-0.011329948
Spleen Cold,1.0116568636118708,-0.281989046,-0.17944752
Spleen Cold,1.0070714902102746,-0.514966931,-0.413119102
Spleen Cold,0.865604987207255,-0.146279977,-0.041738709
Spleen Cold,0.9845270749342169,0.18751417255735567,-0.407488309
Spleen Cold,0.8301388840475503,-0.276117548,-0.194882054
Spleen Cold,1.1116850614028255,-0.189014267,-0.030201075
Spleen Cold,1.1038038819923806,-0.398004064,-0.389231302
Spleen Cold,1.0971082815306017,-0.425702886,-0.308893748
Spleen Cold,-0.378194216,-0.244744457,0.866163510412143
Spleen Cold,-0.18719139,-0.447862146,-0.491724546
Spleen Cold,1.0178653633416992,0.2583451410716506,0.005009601486232243
Spleen Cold,0.9688150959428723,0.008746259035717322,0.08999635525076151
Spleen Cold,1.0407152639794797,-0.157706074,0.16633095019091684
Spleen Cold,0.6979211918601773,-0.765001706,0.7100321187516192
Spleen Cold,0.36216316804040244,0.3484929084763452,0.15985510039036244
Spleen Cold,1.1458978340465897,-0.617290945,0.16784844850646893
Spleen Cold,1.0509205789011742,-0.217168959,-0.121602836
Spleen Cold,0.860513471271839,-0.166273017,0.19067166208552974
Spleen Cold,1.1019312855180536,-0.317911823,-0.246058542
Spleen Cold,0.7608070429694391,-0.544663545,-0.648663298
Spleen Cold,0.7820436307028851,-0.590925738,0.4384298126170126
Spleen Cold,-0.119819803,1.0990356599223785,0.154444321546668
Spleen Cold,1.071845123715028,-0.533255717,-0.072289903
Spleen Cold,0.7556443057576766,0.11716857198164463,0.25946207016379835
Spleen Cold,0.4371383645607926,-1.016097912,-0.365965306
Spleen Cold,0.9946827900823755,-0.225713138,-0.164445206
Spleen Cold,0.3532996827111459,-0.769803086,0.4911110283944596
Spleen Cold,0.9355786487877379,-0.551012716,0.09305301473365352
Spleen Cold,1.1711674961857188,-0.319831246,-0.277345973
Spleen Cold,1.0567563128393904,-0.473265806,-0.405335886
Spleen Cold,0.9880651021253418,-0.185658813,-0.363893925
Spleen Cold,1.0859172441452956,-0.367378844,-0.460206445
Spleen Cold,0.9004651385397563,-0.321054838,0.25669193776992877
Spleen Cold,1.1095735366075243,-0.451577812,-0.173432653
Spleen Cold,0.5785400783959662,-0.50760446,0.7582683760299009
Spleen Cold,-0.237089118,0.9246542789700246,-0.085492535
Exterior wind,-0.790701965,0.4259085333263537,-0.830290566
Exterior wind,-0.051667826,0.6821435946874478,-0.369611276
Exterior wind,-0.309352365,1.1007365963606484,-0.186908252
