repeat_a,repeat_b,k,mean_nn_jaccard,std_nn_jaccard_across_records
repeat_08,repeat_09,20,0.3284131539797668,0.15194595247220127
repeat_08,repeat_09,50,0.4347354416887573,0.15388422858804174
repeat_08,repeat_09,100,0.5047449940460005,0.1358196330116073
repeat_08,repeat_09,200,0.5815810413156765,0.1198713871253395
repeat_08,repeat_10,5,0.22396031746031747,0.17861071444179877
repeat_08,repeat_10,10,0.27829307130777714,0.15486891540062042
repeat_08,repeat_10,20,0.3496776448156725,0.15004363180681637
repeat_08,repeat_10,50,0.4505880146470236,0.14930892567528373
repeat_08,repeat_10,100,0.5252994894132678,0.1344773082197167
repeat_08,repeat_10,200,0.5984283770655363,0.11549032228150564
repeat_09,repeat_10,5,0.2030674603174603,0.1665755659491777
repeat_09,repeat_10,10,0.2585026968215823,0.15225615160981865
repeat_09,repeat_10,20,0.33013384464287904,0.14825814273318308
repeat_09,repeat_10,50,0.44092251918240133,0.15785703923354943
repeat_09,repeat_10,100,0.5144831084589665,0.14070390644360337
repeat_09,repeat_10,200,0.5903321802978412,0.12140823688423112
