record_index_in_selected_data,mean_nn_jaccard_at_20,n_repeat_pairs
168,0.323935678906707,45
169,0.24304084709873272,45
170,0.5128677066974584,45
171,0.14871691647383248,45
172,0.6138141757798597,45
173,0.34724207610442864,45
174,0.29477632882105537,45
175,0.23776975126431554,45
176,0.320417251098136,45
177,0.3441704785989285,45
178,0.34300568873194953,45
179,0.23760541418396555,45
180,0.47050010299052425,45
181,0.27785997920788214,45
182,0.40837670923445224,45
183,0.2059777208482741,45
184,0.2812982862409604,45
185,0.45612613581962236,45
186,0.38329713462889753,45
187,0.36996784551605805,45
188,0.1545604419940005,45
189,0.30934366235390615,45
190,0.22683565989417803,45
191,0.3957978935880308,45
192,0.2667964804896181,45
193,0.22097640357052542,45
194,0.3408398925251347,45
195,0.40077076349724966,45
196,0.22982777416680011,45
197,0.2595924817364532,45
198,0.4245926110034379,45
199,0.2929085507080666,45
200,0.42164594063246863,45
201,0.266752994504963,45
202,0.3091315797434434,45
203,0.3316966533732439,45
204,0.5084166590428514,45
205,0.3706160922759612,45
206,0.22822167222263195,45
207,0.1793736119895446,45
208,0.29273396732992374,45
209,0.27009042880381406,45
210,0.15696380779106564,45
211,0.17982757305132463,45
212,0.2110891170828768,45
213,0.26149583937758164,45
214,0.1870152362978355,45
215,0.2759941637405342,45
216,0.41803543458468667,45
217,0.3073213181179913,45
218,0.3570344792282748,45
219,0.5657422869083706,45
220,0.35076804583300547,45
221,0.16974325142922436,45
222,0.3668086817970131,45
223,0.2056014011901817,45
224,0.42680807503697127,45
225,0.2513719701924461,45
226,0.17567754592677748,45
227,0.3390172824093594,45
228,0.30349424826076443,45
229,0.39030129975566824,45
230,0.3767947152386653,45
231,0.22293991106467825,45
232,0.14777235445361134,45
233,0.3092706643423853,45
234,0.4952781743586342,45
235,0.32276064100567725,45
236,0.4530417928885361,45
237,0.31643561158090744,45
238,0.22882339325790418,45
239,0.2620797692929401,45
240,0.40852045970572726,45
241,0.31974566589161485,45
242,0.18396399941269,45
243,0.3774142335506813,45
244,0.33199941744504696,45
245,0.292071591616838,45
246,0.20795670904351454,45
247,0.4380720047151884,45
248,0.548115438956685,45
249,0.21875199672279946,45
250,0.20614301067927832,45
251,0.4158259384819759,45
252,0.39534032929904883,45
253,0.42483318592081415,45
254,0.41567492615920004,45
255,0.3983844795166017,45
256,0.5138464082473801,45
257,0.4525061119227477,45
258,0.22728752938962427,45
259,0.18409639762203261,45
260,0.4321984163956727,45
261,0.3475200157545101,45
262,0.30405001097128165,45
263,0.18615116675460058,45
264,0.4632103614627407,45
265,0.2669329367508899,45
266,0.5524042374417188,45
267,0.39272576350440636,45
268,0.1896992664861102,45
269,0.3383490905428861,45
270,0.34991858737516596,45
271,0.47113300982516926,45
272,0.18449343495771636,45
273,0.15422599609983595,45
274,0.39972311099365837,45
275,0.35563295404476963,45
276,0.28645854292324235,45
277,0.42102895484656205,45
278,0.4196849993630731,45
279,0.5990155988223625,45
280,0.2682848468008221,45
281,0.3255178822384215,45
282,0.12175402629645446,45
283,0.15595368887588992,45
284,0.25077397839617305,45
285,0.5130384529618246,45
286,0.33708377912322735,45
287,0.16837694552665092,45
288,0.48336266543163087,45
289,0.3906777590957543,45
290,0.24246089157864767,45
291,0.27028106175197725,45
292,0.33706385890984614,45
293,0.2526633803073856,45
294,0.41040570375059987,45
295,0.4485259374263891,45
296,0.25555490598966646,45
297,0.505874550481924,45
298,0.5003339133755647,45
299,0.2121396896255671,45
300,0.306438096337549,45
301,0.211833064155543,45
302,0.20742488790009764,45
303,0.19193048941043211,45
304,0.20746369618035684,45
305,0.30993031026474144,45
306,0.4230524523838082,45
307,0.4544894639913796,45
308,0.46688311263023896,45
309,0.6237009009955876,45
310,0.3379472487835746,45
311,0.27070915368915316,45
312,0.36867568673591333,45
313,0.3310328907381551,45
314,0.3814730739078779,45
315,0.35660156256934084,45
316,0.23886295050442577,45
317,0.3170487915044322,45
318,0.40550709428722026,45
319,0.2685007979256491,45
320,0.19230792147666873,45
321,0.3147862730819829,45
322,0.30740481806117553,45
323,0.2202240755487052,45
324,0.534489542573189,45
325,0.0650517235157203,45
326,0.30091229628507793,45
327,0.3403314709217419,45
328,0.1886574086813775,45
329,0.4540482726020065,45
330,0.27305042380143973,45
331,0.5286657715776489,45
332,0.4684804697763274,45
333,0.5511441457401812,45
334,0.22810509029091539,45
335,0.34724207610442864,45
336,0.2884225572317643,45
337,0.24868253595125142,45
338,0.4064713107322542,45
339,0.3389257363871859,45
340,0.45323245799824713,45
341,0.30870617069734474,45
342,0.4737992333542945,45
343,0.4374894155191101,45
344,0.051214557278283605,45
345,0.5255298076450939,45
346,0.2501241671129056,45
347,0.3816555547967357,45
348,0.49354940220840604,45
349,0.4962012983468922,45
350,0.40967770310867585,45
351,0.374009673385523,45
352,0.3774438578628419,45
353,0.5030353687625053,45
354,0.30964847371966403,45
355,0.2951701797302938,45
356,0.3829590560934755,45
357,0.2010854421670361,45
358,0.31286934618741213,45
359,0.6725191716496067,45
360,0.3783627444837795,45
361,0.32747607352796854,45
362,0.27676111563473704,45
363,0.47539427138960694,45
364,0.22274470283214085,45
365,0.37836123745594685,45
366,0.31127320267614145,45
367,0.31078532414039556,45
368,0.25924439303029906,45
369,0.17543351947454192,45
370,0.25017100151890437,45
371,0.46000076560946634,45
372,0.2531812659896151,45
373,0.3087010195365885,45
374,0.18936098624331502,45
375,0.5323625490075599,45
376,0.3295660170738507,45
377,0.23380995330455284,45
378,0.5764209551715801,45
379,0.27141341872435126,45
380,0.5643704426446392,45
381,0.28826452446550926,45
382,0.19870595867300153,45
383,0.47145442609044136,45
384,0.6084256055270549,45
385,0.1989717624208877,45
386,0.26648438406019453,45
387,0.5902870246898234,45
388,0.07854207002813812,45
389,0.1914324779466187,45
390,0.2664910483543388,45
391,0.1690189513485321,45
392,0.286963284119529,45
393,0.34934843787839487,45
394,0.4309680075345628,45
395,0.3600957085539083,45
396,0.20688359788856722,45
397,0.4813238261575919,45
398,0.3452784952236049,45
399,0.36614041487975496,45
400,0.6372314320140411,45
401,0.41807207465826274,45
402,0.2915573110760938,45
403,0.28623272077364137,45
404,0.22221174258885382,45
405,0.41388945710537606,45
406,0.38681240208863493,45
407,0.1871042072330397,45
408,0.24859234576257616,45
409,0.568543005664445,45
410,0.5063278617101705,45
411,0.2776241347253438,45
412,0.3267923021545419,45
413,0.21473772850664877,45
414,0.29400718005158666,45
415,0.3448142500052028,45
416,0.1998191051371916,45
417,0.4308763864616045,45
418,0.2357782751302785,45
419,0.31740280201807425,45
420,0.21069256249393714,45
421,0.4327242938895714,45
422,0.23505654041306343,45
423,0.3246469189350532,45
424,0.5428449552187682,45
425,0.29974708352172064,45
426,0.2617275602952498,45
427,0.1987815530725265,45
428,0.4580802850682963,45
429,0.35506866991479535,45
430,0.4540981837298731,45
431,0.42900239979834576,45
432,0.36689426856896884,45
433,0.36320286391353,45
434,0.34180387587695643,45
435,0.48876763083659625,45
436,0.5943379361736854,45
437,0.28938929429578936,45
438,0.4172071069685703,45
439,0.20929275797929298,45
440,0.28386161343177385,45
441,0.18465446306402483,45
442,0.37557915595815367,45
443,0.384084118704721,45
444,0.3387822425976658,45
445,0.3956894054187343,45
446,0.2642143366183149,45
447,0.3972016150856838,45
448,0.31717278804419935,45
449,0.2547428712644965,45
450,0.24264580043877298,45
451,0.18733456995050257,45
452,0.3135667188078364,45
453,0.34406811653200164,45
454,0.3457633009542538,45
455,0.29198590519838424,45
456,0.5034384111659547,45
457,0.3074015658796859,45
458,0.5218365903371787,45
459,0.3952353935174353,45
460,0.24257558000569487,45
461,0.06547376598976186,45
462,0.29623845223531153,45
463,0.5174270809120051,45
464,0.21391620633261674,45
465,0.1896732979107501,45
466,0.389807258350738,45
467,0.28899404495128145,45
468,0.21349361366882647,45
469,0.22886806809029756,45
470,0.35870189014183435,45
471,0.34803860476212484,45
472,0.4448672854356131,45
473,0.23941138404812637,45
474,0.32903099082870363,45
475,0.3562244739862572,45
476,0.26130932958379116,45
477,0.3583524041534031,45
478,0.32302598382265707,45
479,0.3206851406982272,45
480,0.2046833675837618,45
481,0.342929436749731,45
482,0.35020148214438174,45
483,0.4766465661484818,45
484,0.26262398171454704,45
485,0.648883676709764,45
486,0.4844986487898366,45
487,0.4218681861952162,45
488,0.23211675903337672,45
489,0.36235759694250247,45
490,0.35849543694011393,45
491,0.41263961419319234,45
492,0.30902928663177887,45
493,0.2787031276620291,45
494,0.5192473348360456,45
495,0.3045397551108327,45
496,0.13838810965379755,45
497,0.6071165791039188,45
498,0.3927721918971456,45
499,0.3211419236843274,45
500,0.5045603449801349,45
501,0.282924940155923,45
502,0.263927367675541,45
503,0.29144105609204823,45
504,0.34287357369860083,45
505,0.41042359967156583,45
506,0.3798615575022184,45
507,0.43676385228727327,45
508,0.37883060905184235,45
509,0.28959942598189886,45
510,0.26112063096693805,45
511,0.298553738232539,45
512,0.30965813997832153,45
513,0.22392794208927486,45
514,0.36020509967560793,45
515,0.32886481931666484,45
516,0.35263534014244685,45
517,0.40883336066378945,45
518,0.21319685482434825,45
519,0.24862132785032243,45
520,0.2663305539187965,45
521,0.15384751731833857,45
522,0.26629935569752505,45
523,0.14051877217755826,45
524,0.45874380337981846,45
525,0.21814029657821235,45
526,0.2941346622876573,45
527,0.46761061471706156,45
528,0.4127183107785374,45
529,0.38700758480637354,45
530,0.4255218898662229,45
531,0.1504553141141667,45
532,0.2090648424614269,45
533,0.3381354257784861,45
534,0.3068971972335186,45
535,0.17310815076885847,45
536,0.20796026640756074,45
537,0.27694529693191977,45
538,0.23547412229880188,45
539,0.27929086024559163,45
540,0.27912832072900995,45
541,0.5525236304529989,45
542,0.38241795883932733,45
543,0.24956223910072406,45
544,0.329226816913862,45
545,0.38016794493446104,45
546,0.3223726713580364,45
547,0.26297959803779636,45
548,0.30947330556409636,45
549,0.39607563468709095,45
550,0.3537529113830305,45
551,0.24233228304745683,45
552,0.4744118367335254,45
553,0.43916903303876476,45
554,0.3210663874364283,45
555,0.3633995682011996,45
556,0.313160888243878,45
557,0.44914034367974054,45
558,0.2814495477628807,45
559,0.4499215642658975,45
560,0.5390896150449711,45
561,0.2626849050907736,45
562,0.30861404012872246,45
563,0.3207340498967361,45
564,0.369102333052401,45
565,0.49074822710613286,45
566,0.36215545799346244,45
567,0.38938227119728713,45
568,0.28044429729271997,45
569,0.3182627988530698,45
570,0.5163954762422196,45
571,0.20756181329602544,45
572,0.24206780390347107,45
573,0.1581662691852203,45
574,0.35471127224745996,45
575,0.2037057659980044,45
576,0.289346924871073,45
577,0.255828194635852,45
578,0.31373676624027413,45
579,0.20647959719322123,45
580,0.3881475415037762,45
581,0.2924622623987206,45
582,0.4284786396571458,45
583,0.2818339827925643,45
584,0.30536266941604756,45
585,0.3445718957040177,45
586,0.17480158404123908,45
587,0.2920860898994688,45
588,0.4117380470882214,45
589,0.16040691118589842,45
590,0.34828193263375407,45
591,0.468953277550484,45
592,0.21717643259904595,45
593,0.1485395329347616,45
594,0.2848178825143062,45
595,0.3122936948171232,45
596,0.21979916487883713,45
597,0.21001818012520188,45
598,0.3632986460844576,45
599,0.243654092768845,45
600,0.26459721850279644,45
601,0.13340009178746404,45
602,0.23647195935015247,45
603,0.29992626938252803,45
604,0.18869837146743831,45
605,0.32235288651313726,45
606,0.2060225474790945,45
607,0.21802570287750278,45
608,0.18118302612793108,45
609,0.30524087974595815,45
610,0.5330834758987351,45
611,0.28407973070015863,45
612,0.19287633181565317,45
613,0.5000637072467826,45
614,0.14041115331426432,45
615,0.266095811122602,45
616,0.3363203841927479,45
617,0.4680222361213586,45
618,0.23709917493487356,45
619,0.20972460315475322,45
620,0.5846283668639161,45
621,0.2231214329069876,45
622,0.36085696536015327,45
623,0.31248577874712946,45
624,0.5624453897050933,45
625,0.23802396581255328,45
626,0.29945572480742294,45
627,0.2453536054376034,45
628,0.25644336130453593,45
629,0.34373240408959116,45
630,0.31555896816316886,45
631,0.23940660383767098,45
632,0.237739413723795,45
633,0.15372042234775854,45
634,0.23223824926661046,45
635,0.2719046934110646,45
636,0.32637675280371964,45
637,0.32775295838096186,45
638,0.32019733843183285,45
639,0.3398188021944264,45
640,0.29770737517071494,45
641,0.2295743503556105,45
642,0.5111968530725819,45
643,0.3444510183659711,45
644,0.2843787226441883,45
645,0.18667618035933475,45
646,0.37521799018822166,45
647,0.18607510156152093,45
648,0.15187425500179833,45
649,0.3011360936321131,45
650,0.417673704561023,45
651,0.314031705889666,45
652,0.4670974321549033,45
653,0.2134134515887662,45
654,0.23642425806113007,45
655,0.19425099079869707,45
656,0.42649541763619137,45
657,0.42236336683071246,45
658,0.6742769129242563,45
659,0.5435503752545234,45
660,0.49188165571140774,45
661,0.33539797803431326,45
662,0.24304295699491518,45
663,0.2971656568458886,45
664,0.3478606873379569,45
665,0.2574432383772961,45
666,0.23475157683941042,45
667,0.2253980019799971,45
668,0.27485302843180504,45
669,0.1914039031736026,45
670,0.3663792067061495,45
671,0.39514429413082225,45
672,0.3499973924828702,45
673,0.25185219986677326,45
674,0.396773522005261,45
675,0.38872431006283426,45
676,0.3410224363221521,45
677,0.4893416729432055,45
678,0.3966783143386777,45
679,0.14090936707368673,45
680,0.4243971912758582,45
681,0.2487012832278354,45
682,0.18813493684827615,45
683,0.31170573019541026,45
684,0.30747067547470336,45
685,0.3712515823553505,45
686,0.25790780653918344,45
687,0.4446184526322951,45
688,0.272070465930383,45
689,0.3232123452782574,45
690,0.2397892519999872,45
691,0.3786702687444251,45
692,0.32013316233073846,45
693,0.29277232643710993,45
694,0.22353424878852546,45
695,0.29609739516270994,45
696,0.5569366069915799,45
697,0.43295166041427313,45
698,0.24759033125972202,45
699,0.3835456252553713,45
700,0.22934475129332535,45
701,0.3544380587151421,45
702,0.329462752641666,45
703,0.6633912446472838,45
704,0.31858692502254343,45
705,0.3550740738134138,45
706,0.2646401945434277,45
707,0.2783665043936079,45
708,0.6287344146281347,45
709,0.25995326600029,45
710,0.23314265000234155,45
711,0.09710676782311241,45
712,0.18018747075140426,45
713,0.5691791367968335,45
714,0.2125532547648165,45
715,0.252159696076321,45
716,0.20883307492765005,45
717,0.36045975803477187,45
718,0.3279919031952882,45
719,0.4164797246999693,45
720,0.26746378245284075,45
721,0.29604858329875966,45
722,0.47466676646753253,45
723,0.41000482056840964,45
724,0.2452146269383286,45
725,0.30567627405726394,45
726,0.5515710439448572,45
727,0.2897207995101807,45
728,0.2725786353240012,45
729,0.397783686899989,45
730,0.3104616588742016,45
731,0.29387944556468765,45
732,0.2789167638715334,45
733,0.5586022020871265,45
734,0.1669634899336287,45
735,0.24184291245477607,45
736,0.19900061729499544,45
737,0.17490023244209466,45
738,0.1491410332171748,45
739,0.39901645139811004,45
740,0.3604860631971366,45
741,0.4318159960219037,45
742,0.3314967525654054,45
743,0.165806464777802,45
744,0.36766479610009456,45
745,0.41577664036510836,45
746,0.413179200635052,45
747,0.21239782635950377,45
748,0.1731634469324897,45
749,0.273229165894582,45
750,0.22884182272355041,45
751,0.14220003108880513,45
752,0.31809602697081163,45
753,0.2448336119244972,45
754,0.21032852339642022,45
755,0.46958545366158744,45
756,0.2477336327642041,45
757,0.26741459441082116,45
758,0.24253903237940466,45
759,0.2883575891704021,45
760,0.1636227496675007,45
761,0.2620305485540641,45
762,0.2382863018325806,45
763,0.24816674882688675,45
764,0.47450519122500323,45
765,0.36597442737736596,45
766,0.27395533307985054,45
767,0.19005493660775122,45
768,0.24028260320790756,45
769,0.5318446499701035,45
770,0.35030789057303635,45
771,0.3514036386889303,45
772,0.37603485553371774,45
773,0.2738778326130286,45
774,0.3713937176180627,45
775,0.4853634049229801,45
776,0.12330064157188893,45
777,0.32663661763969304,45
778,0.30272308980270624,45
779,0.46688311263023896,45
780,0.4627804068565406,45
781,0.4793606989923884,45
782,0.3138234443017535,45
783,0.5507381097482822,45
784,0.5075045139213057,45
785,0.3862533255012916,45
786,0.2589894248050139,45
787,0.30706038374462147,45
788,0.09712532204958717,45
789,0.3567785410493723,45
790,0.5478558943293242,45
791,0.2688715364295347,45
792,0.3806913354249902,45
793,0.2283524393324947,45
794,0.3412836291004481,45
795,0.18697288426634529,45
796,0.3343022308034268,45
797,0.5681827923373818,45
798,0.29694604420370885,45
799,0.41053586278774734,45
800,0.43421952834880767,45
801,0.6166536728922206,45
802,0.6634865939213769,45
803,0.5361243365441268,45
804,0.30127338069750487,45
805,0.32864256268728925,45
806,0.2645889557719696,45
807,0.3627564405800208,45
808,0.2324481363563315,45
809,0.43709218901887903,45
810,0.3633151697575494,45
811,0.4903440200941451,45
812,0.5652119932313172,45
813,0.41111445981795736,45
814,0.44557173652093934,45
815,0.17661300878008046,45
816,0.5232575816283963,45
817,0.33122948086487825,45
818,0.14377547592201873,45
819,0.41802566270617186,45
820,0.32951318118671824,45
821,0.4234774877365408,45
822,0.27817548687106003,45
823,0.3378747570732857,45
824,0.1919880216344238,45
825,0.4001549268512561,45
826,0.443039907720417,45
827,0.3361876667383148,45
828,0.27647374673045894,45
829,0.12160639538597999,45
830,0.40047629762127346,45
831,0.23882791377247814,45
832,0.3237030002491991,45
833,0.2917015403118336,45
834,0.24491708503537188,45
835,0.33916975676774147,45
836,0.19036925033129964,45
837,0.33733622696486293,45
838,0.3068408491237052,45
839,0.24155696981339747,45
840,0.28895353896662546,45
841,0.4528089017840917,45
842,0.41209436416892753,45
843,0.31633197059636164,45
844,0.2298257043292328,45
845,0.24145942811116783,45
846,0.24660346697786148,45
847,0.4062438558735855,45
848,0.35413169308797715,45
849,0.27107214212349184,45
850,0.15749339222324335,45
851,0.26604536337027784,45
852,0.22183569839088926,45
853,0.625457912994145,45
854,0.20664584586807533,45
855,0.49185824836300657,45
856,0.1820149069862756,45
857,0.5300914215257044,45
858,0.21613886361536253,45
859,0.5993145877203852,45
860,0.28679893062067885,45
861,0.33841482408226864,45
862,0.3264228813833677,45
863,0.47867614151139054,45
864,0.2438885560242165,45
865,0.26719879189461826,45
866,0.7267308536873758,45
867,0.6300635560538944,45
868,0.4278283985477161,45
869,0.3600594984008654,45
870,0.23463349302907305,45
871,0.42468911456304836,45
872,0.18504395146260713,45
873,0.4568513480687502,45
874,0.15468932703694177,45
875,0.39475594187028695,45
876,0.3935994688775919,45
877,0.10209575478226231,45
878,0.6553976279580149,45
879,0.21659248458214395,45
880,0.2743394273874037,45
881,0.379336040029403,45
882,0.3741630970959855,45
883,0.37551825677339123,45
884,0.5317349215948303,45
885,0.31889088059415294,45
886,0.317021998266591,45
887,0.3092125661443786,45
888,0.5127893006420409,45
889,0.43869225640307824,45
890,0.3495805647270238,45
891,0.2967010132226386,45
892,0.4721798600439388,45
893,0.34933675717327856,45
894,0.5130149373827536,45
895,0.24619556751773372,45
896,0.4921032301823628,45
897,0.37091414069174405,45
898,0.3107578808524668,45
899,0.2532711923686415,45
900,0.29111617732998063,45
901,0.3049418304708496,45
902,0.11268186258032788,45
903,0.36897471630755524,45
904,0.47577406197579974,45
905,0.2572470064880927,45
906,0.1358550256931212,45
907,0.4737527806789951,45
908,0.2617226959368192,45
909,0.15342787690901807,45
910,0.17821865360886469,45
911,0.2671576681893155,45
912,0.2595484147895323,45
913,0.3608239786141159,45
914,0.45661602903433585,45
915,0.20300290811270208,45
916,0.23562813507041183,45
917,0.3311825351328212,45
918,0.4573021703116871,45
919,0.5239578528467418,45
920,0.21648786270760456,45
921,0.2765814689925491,45
922,0.1098108148176393,45
923,0.16587162689057805,45
924,0.5984341325470762,45
925,0.3685542305737585,45
926,0.2976378536949602,45
927,0.21233725575458706,45
928,0.45410229900651355,45
929,0.27053897875462024,45
930,0.3248491086607513,45
931,0.2155102070809926,45
932,0.4428000128976523,45
933,0.4928191674596965,45
934,0.2442140646678004,45
935,0.35218847884591226,45
936,0.38117708380963855,45
937,0.2849349344623688,45
938,0.2595011054912035,45
939,0.15111736041360857,45
940,0.24439919636652385,45
941,0.21256220800629155,45
942,0.30153500848485104,45
943,0.19107049720956618,45
944,0.31527968063326894,45
945,0.3251302912199188,45
946,0.27064931791752445,45
947,0.34271412869055856,45
948,0.45665998141711894,45
949,0.29797411414713143,45
950,0.30180747884260134,45
951,0.3026592559574015,45
952,0.22501042502196175,45
953,0.29366507290998556,45
954,0.3271324991984113,45
955,0.419144837365082,45
956,0.2620628888151033,45
957,0.31043649750673535,45
958,0.6184459001983573,45
959,0.26924946157453483,45
960,0.4594148253683538,45
961,0.17474884111423272,45
962,0.30351566375245553,45
963,0.3219797659403758,45
964,0.45538984642432917,45
965,0.40048715883906755,45
966,0.15499042062842452,45
967,0.2933093093914487,45
968,0.3812104430254589,45
969,0.16908638276360227,45
970,0.192784177806924,45
971,0.3568993279091646,45
972,0.36295371597188436,45
973,0.23709225464087824,45
974,0.34473513240109394,45
975,0.2677396687891283,45
976,0.14277228702303685,45
977,0.37685386179391855,45
978,0.48153867985285603,45
979,0.3002258562049034,45
980,0.41012177768249275,45
981,0.4191538943942849,45
982,0.43376088333179685,45
983,0.22278082598155005,45
984,0.21582783363302022,45
985,0.28346496918257835,45
986,0.32419681383599186,45
987,0.31414746008739336,45
988,0.1361502697947503,45
989,0.28855987264233185,45
990,0.4154734118667205,45
991,0.3486758417978293,45
992,0.2503650004275245,45
993,0.23322509642276693,45
994,0.40857949513739905,45
995,0.21949164384986325,45
996,0.3420486234162289,45
997,0.2302666128557413,45
998,0.34421924608253635,45
999,0.6069736954761114,45
1000,0.6612371203675556,45
1001,0.18233230903470315,45
1002,0.35325047187057995,45
1003,0.1664575984276466,45
1004,0.4039788824586748,45
1005,0.4388593445125394,45
1006,0.2914345212053632,45
1007,0.2384192540327305,45
1008,0.2503855098579084,45
1009,0.5587078282863724,45
1010,0.29870054632390414,45
1011,0.2780238531087331,45
1012,0.24282583140100933,45
1013,0.32687935922212213,45
1014,0.3769352107573951,45
1015,0.27014746336932094,45
1016,0.3361647936262432,45
1017,0.3702499476736647,45
1018,0.31079937298829763,45
1019,0.26344712444154816,45
1020,0.5519255051622204,45
1021,0.20189571802802186,45
1022,0.24857826394428423,45
1023,0.507166793756832,45
1024,0.1415984008097019,45
1025,0.19636989985697578,45
1026,0.3862623459385294,45
1027,0.34704244867597633,45
1028,0.17475013752347468,45
1029,0.5921506226820239,45
1030,0.30992835431790844,45
1031,0.40091615371250683,45
1032,0.1816585436379703,45
1033,0.1759854123320505,45
1034,0.3413795136140952,45
1035,0.34086828122430496,45
1036,0.36607354386368124,45
1037,0.3729316640230001,45
1038,0.3369684240492037,45
1039,0.1945606673924802,45
1040,0.3092776366006606,45
1041,0.25133774606609355,45
1042,0.27409953134105597,45
1043,0.2505120445568936,45
1044,0.25143207405442747,45
1045,0.2625291398634329,45
1046,0.31276705612888883,45
1047,0.3941750219824622,45
1048,0.18647971291911566,45
1049,0.4653562983979494,45
1050,0.40639819127027127,45
1051,0.4924043216363721,45
1052,0.35801334371968424,45
1053,0.4198163848436118,45
1054,0.40011986214804146,45
1055,0.3371025873744945,45
1056,0.37476202004690434,45
1057,0.6218804991751856,45
1058,0.19762973517753232,45
1059,0.18970514252297355,45
1060,0.21751115368296173,45
1061,0.4350436663557269,45
1062,0.37684485836819237,45
1063,0.22938241022059652,45
1064,0.4351813863135082,45
1065,0.4160632190195901,45
1066,0.39082234533418486,45
1067,0.44674450773551744,45
1068,0.25697628624300967,45
